logo,name,link,totalRate,category,reviewNums,workingHours,consumeDayOff,jobArray,rateArray
https://image.vorkers.com/resize/70x-/logo/company/87742-07fbfea3010be7d4f6fcc641d49705c5.png,三菱ケミカル株式会社,https://www.vorkers.com/company.php?m_id=a0C1000001262fC,3.22,化学、石油、ガラス、セラミック業界,1376,26.5 ｈ,52.90%,"['営業 ：47人', '研究開発 ：28人', '管理 ：24人', '製造 ：23人', '技術 ：21人', '生産技術 ：20人', '研究 ：19人', '事務 ：9人', '開発 ：7人', '企画 ：6人']","['2.8', '4.8', '2.8', '2.9', '3.1', '3.0', '2.7', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/3969-bb647c1a7c2c13f361753e09095f72d6.png,アイシン・エィ・ダブリュ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G0VA,3.3,自動車、自動車部品、輸送機器業界,1370,29.8 ｈ,84.60%,"['技術 ：40人', '製造 ：30人', '生産技術 ：22人', '設計 ：22人', '事務 ：21人', '営業 ：20人', '開発 ：15人', '管理 ：9人', '技能職 ：8人', '主任 ：7人']","['3.2', '4.2', '2.6', '3.3', '2.8', '3.0', '2.7', '3.8']"
https://image.vorkers.com/resize/70x-/logo/company/8487-848acb99be6bac6c0ea72f849ee7ece7.png,株式会社ディーエイチシー（DHC）,https://www.vorkers.com/company.php?m_id=a0910000002XwSf,2.61,日用品、化粧品業界,1356,13.2 ｈ,39.40%,"['販売 ：89人', '営業 ：18人', '管理 ：13人', '事務 ：10人', 'アテンダント ：10人', 'マーケティング ：10人', '企画 ：10人', '美容部員 ：9人', 'SA ：6人', '研究開発 ：6人']","['2.5', '3.4', '1.9', '2.6', '2.7', '2.4', '2.6', '2.6']"
https://image.vorkers.com/resize/70x-/logo/company/6532-e98df754de8b677264382d567b09a11c.png,ニッセイ情報テクノロジー株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G1vz,3.25,SIer、ソフト開発、システム運用業界,1355,43.0 ｈ,44.50%,"['エンジニア・SE ：94人', '開発 ：34人', '専門職 ：25人', '総合職 ：12人', 'プロジェクトマネージャー ：10人', '営業 ：7人', 'コンサルタント ：6人', '運用 ：5人', 'スペシャリスト ：5人', 'PL ：4人']","['2.9', '4.4', '2.7', '3.4', '3.1', '3.2', '2.7', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/7621-602c5e1dcd08ff964784e22ba11bfc32.png,ヤマトシステム開発株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G2Y2,2.85,SIer、ソフト開発、システム運用業界,1354,25.3 ｈ,58.70%,"['営業 ：63人', 'エンジニア・SE ：33人', '運用 ：32人', '開発 ：30人', '事務 ：15人', '管理 ：15人', '保守 ：6人', '契約社員 ：5人', 'チーフ ：4人', '主任 ：4人']","['2.7', '4.7', '2.5', '2.5', '2.7', '2.9', '2.4', '2.3']"
https://image.vorkers.com/resize/70x-/logo/company/6677-ac001698095cc78b8cd1fb67e6697493.png,株式会社日本総合研究所,https://www.vorkers.com/company.php?m_id=a0910000000G21f,3.56,コンサルティング、シンクタンク業界,1353,41.8 ｈ,65.30%,"['エンジニア・SE ：108人', 'コンサルタント ：35人', '開発 ：24人', '総合研究部門 ：12人', 'システム ：10人', '研究 ：9人', 'プロジェクトマネージャー ：8人', 'シンクタンク ：4人', '第一開発部門 ：4人', '']","['3.2', '4.8', '3.1', '3.1', '3.6', '3.3', '2.8', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/2475-2e96a022dca0c9693a0f06a5b13904a2.png,株式会社SUBARU,https://www.vorkers.com/company.php?m_id=a0910000000FrWL,2.89,自動車、自動車部品、輸送機器業界,1352,31.3 ｈ,76.50%,"['開発 ：38人', '設計 ：33人', '技術 ：27人', '製造 ：19人', '営業 ：15人', '生産技術 ：15人', '事務 ：10人', '研究開発 ：9人', '管理 ：8人', '総合職 ：7人']","['2.6', '3.6', '2.4', '3.1', '2.9', '2.9', '2.7', '2.6']"
https://image.vorkers.com/resize/70x-/logo/company/default.png,住友商事株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrhL,3.96,総合商社業界,1350,35.7 ｈ,64.30%,"['営業 ：115人', 'コーポレート ：26人', '管理 ：19人', '事務 ：18人', '総合職 ：10人', '主任 ：6人', 'メディア ：6人', '経理 ：6人', '基幹職 ：5人', '管理職 ：4人']","['2.8', '4.9', '3.3', '3.7', '4.2', '3.5', '3.2', '4.8']"
https://image.vorkers.com/resize/70x-/logo/company/8430-644419d6cf0063d7a836d31412f14bc2.png,エリクソン・ジャパン株式会社,https://www.vorkers.com/company.php?m_id=a0910000002WyPv,3.08,コンピュータ、通信機器、OA機器関連業界,1349,41.9 ｈ,61.50%,"['エンジニア・SE ：77人', '営業 ：20人', 'プロジェクトマネージャー ：18人', '管理 ：16人', 'デリバリー ：8人', 'マネージャー ：8人', '技術 ：8人', '管理職 ：5人', '開発 ：4人', 'マネージメント ：4人']","['3.0', '3.3', '2.1', '3.3', '3.0', '4.0', '2.6', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/8252-43f94024fff77b2b2b04933f45d0fa45.png,サノフィ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000HkOY,3.11,医薬品、医療機器業界,1344,23.1 ｈ,46.40%,"['MR ：84人', '営業 ：59人', '管理 ：18人', '研究開発 ：10人', 'メディカル ：10人', '開発 ：10人', '本社 ：9人', 'マーケティング ：8人', 'マネージャー ：4人', '管理職 ：3人']","['2.9', '4.4', '2.3', '2.8', '2.8', '3.0', '2.4', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/2729-7c001cca587d37dad666c79f0bcc855d.png,株式会社ニコン,https://www.vorkers.com/company.php?m_id=a0910000000Frc4,3.07,総合電機、家電、AV機器業界,1337,16.6 ｈ,55.20%,"['開発 ：41人', '設計 ：24人', '営業 ：20人', '管理 ：19人', '企画 ：15人', '技術 ：15人', '研究開発 ：9人', '生産技術 ：9人', '事務 ：9人', 'マーケティング ：7人']","['2.6', '4.7', '2.5', '2.5', '3.0', '2.9', '2.5', '3.5']"
https://image.vorkers.com/resize/70x-/logo/company/2392-fdabfec08506f3529a115ce18577a9f6.png,株式会社村田製作所,https://www.vorkers.com/company.php?m_id=a0910000000FrTN,3.89,半導体、電子、精密機器業界,1334,24.0 ｈ,60.00%,"['開発 ：37人', '営業 ：35人', '管理 ：20人', '企画 ：19人', '研究開発 ：15人', '技術 ：14人', '事務 ：13人', '製造 ：12人', 'エンジニア・SE ：12人', '生産技術 ：9人']","['3.4', '4.6', '3.3', '3.6', '3.6', '3.7', '3.6', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/3101-7bbb1e63423a04981c9000077944d500.png,株式会社クレディセゾン,https://www.vorkers.com/company.php?m_id=a0910000000Frn2,3.18,クレジット、信販、リース業界,1334,17.6 ｈ,53.90%,"['営業 ：151人', '事務 ：22人', 'カウンター ：13人', 'カウンター職 ：12人', 'カウンター専門職 ：10人', '管理 ：8人', '企画 ：5人', '総合職 ：5人', '一般職 ：5人', '専門職 ：5人']","['2.7', '4.2', '2.5', '2.8', '3.6', '3.2', '2.9', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/437-96c60cec18a1c9bf894c39f531a4869e.png,株式会社キャリアデザインセンター,https://www.vorkers.com/company.php?m_id=a0910000000FqkN,3.81,人材サービス業界,1328,37.6 ｈ,47.90%,"['営業 ：168人', '人材紹介 ：11人', '制作 ：11人', 'スタッフ ：6人', '管理職 ：5人', 'キャリアアドバイザー ：5人', 'メンバー ：5人', 'チーフ ：4人', 'キャリア情報事業部 ：4人', '事務 ：4人']","['4.3', '3.1', '2.3', '4.5', '3.9', '4.4', '3.9', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/2922-ba52897757186c4bee48330acbc1eb36.png,豊田通商株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Frgq,3.72,総合商社業界,1326,32.9 ｈ,43.20%,"['営業 ：128人', 'コーポレート ：10人', '管理 ：9人', '自動車 ：8人', '金属 ：8人', '事務 ：7人', '経理 ：7人', '総合職 ：7人', '主任 ：5人', '企画 ：5人']","['2.8', '4.7', '2.9', '3.4', '4.0', '3.6', '3.0', '4.2']"
https://image.vorkers.com/resize/70x-/logo/company/2659-26add686a104e5be402ab271e922e55a.png,株式会社ユナイテッドアローズ,https://www.vorkers.com/company.php?m_id=a0910000000Fraw,3.31,小売（百貨店・専門・CVS・量販店）業界,1325,20.7 ｈ,48.90%,"['販売 ：227人', 'スタッフ ：10人', '管理 ：9人', '店長 ：8人', '本部 ：6人', '小売 ：4人', 'セールスパーソン ：4人', '企画 ：4人', '営業 ：4人', 'MD ：3人']","['2.7', '4.4', '2.8', '3.0', '3.8', '3.1', '3.5', '2.4']"
https://image.vorkers.com/resize/70x-/logo/company/3138-de4641396056a0636b88a004253ce409.png,株式会社千葉銀行,https://www.vorkers.com/company.php?m_id=a0910000000Frne,3.14,銀行（都市・信託・政府系）、信金業界,1318,23.9 ｈ,83.80%,"['営業 ：174人', '窓口 ：27人', '事務 ：15人', 'テラー ：7人', '営業店 ：7人', '総合職 ：7人', '融資 ：6人', '金融 ：4人', '支店 ：3人', '支店勤務 ：3人']","['2.9', '4.4', '2.7', '2.8', '2.9', '2.7', '2.9', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/8590-778369d99e1d7e588c60f654ac76c5f0.png,三菱ふそうトラック・バス株式会社,https://www.vorkers.com/company.php?m_id=a0910000002ZSOj,2.71,自動車、自動車部品、輸送機器業界,1318,23.5 ｈ,54.10%,"['営業 ：33人', '管理 ：28人', '開発 ：27人', '事務 ：18人', 'マネージャー ：16人', '購買 ：12人', '設計 ：10人', 'スタッフ ：9人', '生産 ：7人', '財務 ：7人']","['2.8', '3.6', '2.0', '3.0', '2.6', '2.7', '2.1', '2.6']"
https://image.vorkers.com/resize/70x-/logo/company/8269-3fea7c21cc5bffa8776a958a7347cdad.png,株式会社すかいらーくホールディングス,https://www.vorkers.com/company.php?m_id=a0910000000Hrig,2.82,フードサービス、飲食業界,1305,47.1 ｈ,33.40%,"['店長 ：51人', '営業 ：39人', 'マネージャー ：22人', 'スタッフ ：16人', '店舗 ：16人', '接客 ：9人', 'キッチン ：7人', 'サービス ：7人', 'アシスタントマネージャー ：6人', '調理 ：6人']","['2.8', '3.1', '2.4', '2.9', '3.1', '2.8', '2.6', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/11118-c633597367777a1cf369a15979598c0a.png,株式会社リクルートマーケティングパートナーズ,https://www.vorkers.com/company.php?m_id=a0C1000000PStdY,4.22,情報サービス、リサーチ業界,1300,39.1 ｈ,58.60%,"['営業 ：184人', '企画 ：21人', 'MP ：11人', 'スタッフ ：9人', 'ブライダル ：8人', 'マーケティング ：4人', '事業開発 ：4人', 'エンジニア ：3人', 'ネットビジネス本部 ：3人', '事務 ：3人']","['4.0', '4.0', '2.9', '4.7', '4.3', '4.5', '4.5', '3.2']"
https://image.vorkers.com/resize/70x-/logo/company/1971-b4fe14e6fd9737b363174a77cf7d45b8.png,株式会社クボタ,https://www.vorkers.com/company.php?m_id=a0910000000FrKs,3.19,機械関連業界,1299,34.4 ｈ,72.40%,"['営業 ：40人', '開発 ：22人', '研究開発 ：21人', '技術 ：19人', '管理 ：18人', '事務 ：17人', '製造 ：14人', '生産技術 ：11人', '設計 ：10人', '企画 ：9人']","['2.7', '4.0', '2.8', '2.9', '2.9', '2.7', '2.9', '4.0']"
https://image.vorkers.com/resize/70x-/logo/company/529-c4bcaf8c091c3169acba76d06634c623.png,株式会社伊藤園,https://www.vorkers.com/company.php?m_id=a0910000000Fqlr,2.66,食品、飲料業界,1296,34.5 ｈ,28.40%,"['営業 ：191人', '事務 ：18人', '管理 ：10人', 'マーケティング ：4人', '研究開発 ：3人', '研究開発職 ：3人', '製造 ：3人', 'ルート ：2人', '一般 ：2人', '本社 ：2人']","['2.7', '3.5', '2.2', '2.1', '3.1', '2.7', '2.4', '2.1']"
https://image.vorkers.com/resize/70x-/logo/company/7929-4e8ce485078ad819b70efca505b18809.png,株式会社電通国際情報サービス,https://www.vorkers.com/company.php?m_id=a0910000000GVZZ,4.05,SIer、ソフト開発、システム運用業界,1287,38.2 ｈ,52.90%,"['エンジニア・SE ：52人', '営業 ：38人', 'コンサルタント ：32人', '技術 ：19人', 'プロジェクトマネージャー ：17人', '管理 ：8人', 'マネージャー ：8人', '主任 ：7人', '専門職 ：7人', '金融 ：6人']","['3.5', '4.1', '3.0', '3.9', '3.7', '4.4', '3.7', '4.2']"
https://image.vorkers.com/resize/70x-/logo/company/17329-ab2626146f2523ea1cd5b5f7ec4477d4.png,株式会社ドコモCS,https://www.vorkers.com/company.php?m_id=a0C1000000dNapo,3.26,小売（百貨店・専門・CVS・量販店）業界,1281,12.4 ｈ,93.10%,"['営業 ：59人', '事務 ：28人', 'コールセンター ：12人', 'エンジニア・SE ：8人', '技術 ：7人', '販売 ：6人', 'オペレーター ：5人', 'カスタマーサポート ：5人', '管理 ：5人', '企画 ：4人']","['2.6', '4.9', '2.7', '2.7', '3.4', '3.5', '2.7', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/3247-17d4fc133e9b1931a130b11482231c81.png,イオンクレジットサービス株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrpR,2.85,クレジット、信販、リース業界,1281,23.4 ｈ,55.20%,"['営業 ：131人', '管理 ：17人', '事務 ：15人', 'システム ：12人', 'コールセンター ：11人', '本社 ：9人', '総合職 ：8人', 'センター ：5人', '一般職 ：5人', '銀行代理業 ：4人']","['2.4', '4.5', '2.3', '2.6', '2.6', '2.6', '2.5', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/1478-1098187ae84596580925f8b59d98b998.png,株式会社アグレックス（SIer）,https://www.vorkers.com/company.php?m_id=a0910000000Fr9Y,2.78,SIer、ソフト開発、システム運用業界,1280,22.0 ｈ,56.30%,"['エンジニア・SE ：91人', 'BPO ：15人', '営業 ：11人', '開発 ：10人', 'アドバイザー ：10人', '事務 ：7人', 'SI ：6人', '総合職 ：5人', '管理職 ：5人', '一般社員 ：5人']","['2.6', '4.0', '2.3', '2.5', '2.8', '2.9', '2.4', '2.5']"
https://image.vorkers.com/resize/70x-/logo/company/8242-1f25a949c9f1d18d69afeb9b4ab53783.png,株式会社博報堂プロダクツ,https://www.vorkers.com/company.php?m_id=a0910000000Hi1A,3.29,広告代理店、PR、SP、デザイン業界,1275,76.8 ｈ,26.90%,"['営業 ：73人', '制作 ：34人', '企画 ：17人', 'プロデューサー ：16人', 'プランナー ：10人', 'クリエイティブ ：9人', 'デザイナー ：8人', 'マーケティング ：6人', 'プロモーション ：5人', '企画制作 ：4人']","['2.9', '3.6', '2.2', '4.1', '3.1', '3.7', '3.1', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/8065-04912ff4ce0b99fcc15e5fa3b49335ce.png,グラクソ・スミスクライン株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Gp7i,3.38,医薬品、医療機器業界,1264,22.7 ｈ,48.50%,"['営業 ：64人', 'MR ：60人', '開発 ：23人', 'マーケティング ：13人', '管理 ：12人', '本社 ：9人', '内勤 ：4人', 'IT ：3人', 'マネージャー ：3人', '人事 ：3人']","['3.0', '4.8', '2.7', '3.3', '3.4', '3.5', '2.7', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/23337-ec7f737f9617a5de3e3b58a8f9716527.png,株式会社ストライプインターナショナル,https://www.vorkers.com/company.php?m_id=a0C3000000lE1uL,3.49,ファッション、アパレル、繊維業界,1261,14.3 ｈ,55.20%,"['販売 ：185人', '店長 ：13人', '店舗 ：12人', 'アパレル ：11人', 'スタッフ ：10人', '企画 ：6人', '事務 ：6人', '一般社員 ：5人', '店舗スタッフ ：5人', '本部 ：4人']","['2.9', '4.0', '2.9', '3.8', '3.8', '3.4', '3.2', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/8493-e2a848359897e35f8046c75207f84c74.png,ヤンセンファーマ株式会社,https://www.vorkers.com/company.php?m_id=a0910000002XyWF,3.45,医薬品、医療機器業界,1261,26.4 ｈ,73.00%,"['営業 ：81人', 'MR ：67人', '管理 ：12人', '本社 ：11人', '開発 ：11人', 'マネージャー ：9人', '研究開発 ：7人', 'マーケティング ：5人', '専門職 ：4人', 'IT ：3人']","['3.2', '4.6', '2.5', '3.9', '3.0', '3.0', '2.9', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/8530-8d83d9ad4fd094777897b7ee775fdcdf.png,株式会社臨海,https://www.vorkers.com/company.php?m_id=a0910000002Yx7a,3.38,教育、研修サービス業界,1253,47.1 ｈ,30.60%,"['講師 ：142人', '塾講師 ：31人', '事務 ：17人', '講師職 ：15人', '室長 ：8人', '専任 ：8人', '教室長 ：7人', '小中 ：7人', '本部 ：3人', '管理職 ：3人']","['3.5', '2.7', '2.6', '3.8', '4.0', '3.2', '3.6', '2.5']"
https://image.vorkers.com/resize/70x-/logo/company/18710-647107bb7cb3d7bed75889c0f1bbdc11.png,株式会社TMJ（コールセンター）,https://www.vorkers.com/company.php?m_id=a0C1000000jtlI2,3.02,コールセンター、業務請負業界,1252,22.0 ｈ,67.80%,"['スーパーバイザー ：46人', '営業 ：31人', 'コールセンター ：29人', '事務 ：21人', 'オペレーター ：17人', '管理 ：12人', 'マネージャー ：5人', 'TSR ：5人', '人事 ：4人', 'スタッフ ：4人']","['2.7', '4.3', '2.5', '2.9', '2.9', '3.0', '2.8', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/895-9f17c56b8a016f514ef07511e7fe3e3c.png,旭化成株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FqvA,4.39,化学、石油、ガラス、セラミック業界,1247,20.8 ｈ,71.30%,"['営業 ：59人', '研究開発 ：22人', '製造 ：19人', '管理 ：16人', '事務 ：12人', '開発 ：12人', '生産技術 ：9人', '研究 ：8人', '技術 ：8人', '総合職 ：6人']","['3.8', '4.8', '4.0', '4.1', '3.8', '4.4', '3.6', '4.6']"
https://image.vorkers.com/resize/70x-/logo/company/3254-65fee6ff0426365fd057bb7a75b1d96d.png,三菱UFJニコス株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrpY,2.89,クレジット、信販、リース業界,1247,21.0 ｈ,62.40%,"['営業 ：72人', '事務 ：43人', '企画 ：29人', '管理 ：20人', 'システム ：10人', '調査役 ：9人', '総合職 ：8人', 'コールセンター ：7人', '基幹職 ：7人', 'エリア職 ：6人']","['2.7', '4.9', '2.6', '2.4', '2.7', '2.6', '2.4', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/747-27b8214f587c07444a8fc7f442199894.png,株式会社ビックカメラ,https://www.vorkers.com/company.php?m_id=a0910000000Fqr3,2.99,小売（百貨店・専門・CVS・量販店）業界,1245,20.4 ｈ,21.80%,"['販売 ：133人', '一般職 ：30人', '営業 ：25人', '主任 ：21人', '総合職 ：6人', '主任職 ：4人', 'スタッフ ：3人', '事務 ：3人', '接客 ：3人', 'カスタマーセンター ：2人']","['2.6', '4.1', '2.3', '2.9', '3.4', '2.8', '2.8', '2.5']"
https://image.vorkers.com/resize/70x-/logo/company/8651-c2ab37508d6f2a713fd73f773ebade4b.png,独立行政法人国際協力機構（JICA）,https://www.vorkers.com/company.php?m_id=a0910000002a3rD,3.7,独立行政、社団、財団、学校法人業界,1244,29.4 ｈ,60.10%,"['総合職 ：34人', '事務 ：22人', '専門嘱託 ：16人', '営業 ：13人', '事業 ：9人', '職員 ：8人', '海外 ：8人', '地域部 ：8人', '企画調査員 ：7人', '管理 ：6人']","['2.8', '4.6', '2.8', '3.9', '3.6', '4.0', '3.9', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/89798-2ba8cde6d1024c31e300598ba1fc4a67.png,コカ･コーラ ボトラーズジャパン株式会社,https://www.vorkers.com/company.php?m_id=a0C100000127UoS,2.73,食品、飲料業界,1242,27.2 ｈ,49.10%,"['営業 ：105人', '管理 ：24人', '事務 ：13人', '企画 ：13人', '製造 ：11人', 'スタッフ ：8人', 'ファイナンス ：5人', 'マネージャー ：4人', '管理職 ：4人', '技術 ：3人']","['2.6', '3.8', '2.3', '2.4', '2.8', '2.6', '2.4', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/1860-cc8db15280376c34a38bd2bd469bceaa.png,ボッシュ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrHR,3.53,自動車、自動車部品、輸送機器業界,1241,19.2 ｈ,91.70%,"['開発 ：50人', '営業 ：44人', '管理 ：27人', 'エンジニア ：19人', '技術 ：13人', '製造 ：8人', '事務 ：7人', '設計 ：6人', '生産技術 ：5人', 'マーケティング ：4人']","['3.2', '4.8', '3.1', '3.1', '3.2', '3.7', '2.9', '3.4']"
https://image.vorkers.com/resize/70x-/logo/company/8349-4f54b57062e0f755300da8630b7b68ff.png,株式会社そごう・西武,https://www.vorkers.com/company.php?m_id=a0910000002WZ89,2.73,小売（百貨店・専門・CVS・量販店）業界,1236,19.8 ｈ,32.90%,"['販売 ：123人', '営業 ：26人', 'リーダー ：13人', '係長 ：9人', '事務 ：7人', '管理 ：6人', '総合職 ：6人', '外商 ：5人', 'スタッフ ：4人', '実務 ：4人']","['2.5', '4.0', '2.4', '2.6', '2.8', '2.7', '2.5', '2.2']"
https://image.vorkers.com/resize/70x-/logo/company/21919-d361098a517dfd2ccbd2daf86f0ad6a7.png,航空自衛隊,https://www.vorkers.com/company.php?m_id=a0C300000063MPh,3.31,官公庁業界,1231,29.3 ｈ,58.80%,"['整備 ：31人', '整備員 ：17人', '事務 ：13人', '管制 ：12人', '通信 ：10人', '自衛官 ：9人', '補給 ：6人', '幹部 ：6人', '輸送 ：5人', '士長 ：4人']","['2.7', '4.5', '3.1', '2.9', '3.9', '2.8', '2.9', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/1949-e4a5c7a224b9ee48760b0078a9b90ea7.png,株式会社小松製作所,https://www.vorkers.com/company.php?m_id=a0910000000FrIu,3.66,自動車、自動車部品、輸送機器業界,1229,25.5 ｈ,86.10%,"['開発 ：54人', '管理 ：41人', '営業 ：18人', '技術 ：15人', '事務 ：14人', '生産技術 ：11人', '生産 ：10人', '設計 ：9人', '経理 ：5人', '設計開発 ：5人']","['3.2', '4.9', '3.1', '3.0', '3.4', '3.7', '3.1', '4.0']"
https://image.vorkers.com/resize/70x-/logo/company/6889-dcc3039c86d990953d4001ce73ffd49f.png,MSD株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G28S,3.57,医薬品、医療機器業界,1226,19.8 ｈ,54.70%,"['MR ：81人', '営業 ：56人', '管理 ：20人', '開発 ：12人', '本社 ：7人', '研究開発 ：7人', 'マーケティング ：4人', '一般職 ：3人', '事務 ：3人', 'MA ：2人']","['3.0', '4.7', '2.8', '3.3', '3.2', '3.4', '3.0', '4.2']"
https://image.vorkers.com/resize/70x-/logo/company/232-529fd99b3fc93ac63597dbabb89b26f4.png,日揮ホールディングス株式会社（旧：日揮株式会社）,https://www.vorkers.com/company.php?m_id=a0910000000Fqh2,4.01,建築、土木、設備工事業界,1218,42.2 ｈ,48.50%,"['エンジニア ：87人', '設計 ：24人', '技術 ：18人', '営業 ：17人', 'プロジェクト ：16人', '管理 ：8人', '海外プロジェクト ：7人', 'エンジニアリング ：6人', 'マネジメント ：6人', '建設 ：6人']","['3.0', '3.7', '2.9', '4.6', '4.2', '4.5', '4.1', '3.6']"
https://image.vorkers.com/resize/70x-/logo/company/3621-9341af7004b8624936de884b85ac924b.png,関西電力株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrwK,3.29,電力、ガス、エネルギー業界,1218,28.8 ｈ,75.50%,"['技術 ：66人', '営業 ：32人', '管理 ：18人', '企画 ：17人', '事務 ：17人', '原子力 ：11人', '工務 ：7人', '総合職 ：5人', '総務 ：5人', 'IT ：4人']","['2.7', '4.8', '2.9', '2.6', '3.6', '3.0', '2.8', '3.4']"
https://image.vorkers.com/resize/70x-/logo/company/290-7fd7303e27776d604b9d089e106b42bd.png,株式会社ジェイエイシーリクルートメント,https://www.vorkers.com/company.php?m_id=a0910000000Fqhy,3.69,人材サービス業界,1217,43.5 ｈ,42.50%,"['コンサルタント ：103人', '営業 ：90人', '管理 ：5人', '事務 ：3人', 'スタッフ ：2人']","['4.2', '4.1', '2.3', '4.2', '2.8', '3.7', '3.3', '3.5']"
https://image.vorkers.com/resize/70x-/logo/company/7883-1ad4f69026a3741aff9c88f0e638a954.png,シティバンク、エヌ・エイ東京支店,https://www.vorkers.com/company.php?m_id=a0910000000G8dQ,3.24,銀行（都市・信託・政府系）、信金業界,1214,29.6 ｈ,77.90%,"['営業 ：59人', '個人金融部門 ：29人', '個人金融 ：17人', 'オペレーション ：9人', '管理 ：8人', '法人 ：7人', '事務 ：7人', '法人金融 ：6人', '個人営業 ：5人', 'マネージャー ：4人']","['2.8', '3.5', '2.5', '3.1', '2.9', '3.8', '2.8', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/3758-da11c37b5b0054f454ef1f2838f92c1b.png,株式会社船井総合研究所,https://www.vorkers.com/company.php?m_id=a0910000000Fs0D,3.57,コンサルティング、シンクタンク業界,1212,73.1 ｈ,24.10%,"['コンサルタント ：132人', '経営支援 ：17人', '一般 ：16人', '営業 ：10人', 'チームリーダー ：6人', 'ライン ：6人', '第一経営支援 ：4人', '管理職 ：3人', '大阪経営支援 ：3人', '平社員 ：3人']","['3.8', '2.3', '2.4', '4.7', '3.2', '4.1', '4.5', '2.6']"
https://image.vorkers.com/resize/70x-/logo/company/21771-e987d50d8f25aaf7c67f3750c9b3f288.png,日本年金機構,https://www.vorkers.com/company.php?m_id=a0C30000005Nhi1,2.83,官公庁業界,1210,20.0 ｈ,64.90%,"['事務 ：71人', '一般職 ：33人', '一般事務 ：12人', '年金事務所 ：8人', '調査 ：7人', '正規職員 ：6人', 'お客様相談室 ：5人', '総務 ：5人', '特定業務契約職員 ：5人', '主任 ：4人']","['2.5', '4.6', '2.5', '2.5', '2.7', '2.6', '2.5', '2.6']"
https://image.vorkers.com/resize/70x-/logo/company/1515-f3ae3a2b1c5cda95b78dd6328a1aa4ce.png,株式会社資生堂,https://www.vorkers.com/company.php?m_id=a0910000000FrAE,3.23,日用品、化粧品業界,1204,25.2 ｈ,55.10%,"['営業 ：53人', 'マーケティング ：26人', '販売 ：14人', '管理 ：12人', '研究開発 ：11人', '企画 ：11人', '美容部員 ：10人', '技術 ：6人', '研究 ：5人', '総合職 ：5人']","['2.9', '4.7', '2.8', '2.8', '3.2', '3.0', '3.0', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/4842-a5c681869e4e3488ef2cfa454963054a.png,株式会社関西みらい銀行,https://www.vorkers.com/company.php?m_id=a0910000000G0zR,2.92,銀行（都市・信託・政府系）、信金業界,1203,23.0 ｈ,66.10%,"['営業 ：166人', '事務 ：20人', '総合職 ：12人', '窓口 ：11人', '一般職 ：8人', '融資 ：7人', '業務 ：7人', 'テラー ：5人', '内勤 ：5人', '管理 ：5人']","['2.7', '4.4', '2.6', '2.7', '2.7', '2.7', '2.5', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/2123-e96dc796d25997e9d621e85b4347b266.png,日本電産株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrNM,3.11,半導体、電子、精密機器業界,1200,27.2 ｈ,36.50%,"['開発 ：41人', '営業 ：37人', '管理 ：33人', '生産技術 ：17人', '技術 ：12人', '事務 ：10人', '研究開発 ：8人', '車載 ：5人', '経理 ：5人', '管理系 ：4人']","['3.0', '3.7', '2.4', '3.9', '2.8', '3.1', '2.9', '2.5']"
