logo,name,link,totalRate,category,reviewNums,workingHours,consumeDayOff,jobArray,rateArray
https://image.vorkers.com/resize/70x-/logo/company/3774-74778f74cd2b85d4ed470d98191705a8.png,株式会社ベネッセコーポレーション,https://www.vorkers.com/company.php?m_id=a0910000000Fs0T,3.57,教育、研修サービス業界,2780,46.7 ｈ,42.30%,"['営業 ：140人', '編集 ：82人', 'マーケティング ：70人', '企画 ：42人', '管理 ：27人', '開発 ：17人', 'スタッフ ：11人', '制作 ：10人', '事務 ：10人', '一般社員 ：8人']","['2.8', '4.5', '2.4', '3.7', '3.6', '3.2', '3.3', '3.9']"
https://image.vorkers.com/resize/70x-/logo/company/3487-2bf8a4d4a733beab09e924088604d49c.png,日本通運株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Fru5,2.83,航空、鉄道、運輸、倉庫業界,2770,33.9 ｈ,27.60%,"['営業 ：191人', '事務 ：74人', '航空 ：22人', '総合職 ：22人', '管理 ：20人', '海運 ：17人', 'ドライバー ：10人', '貨物 ：9人', '主任 ：7人', '国際貨物 ：5人']","['2.2', '4.5', '2.7', '2.5', '2.9', '2.7', '2.5', '2.4']"
https://image.vorkers.com/resize/70x-/logo/company/7857-b0fd340154212b280bf04e3c95770cdd.png,株式会社ヨドバシカメラ,https://www.vorkers.com/company.php?m_id=a0910000000G33s,2.64,小売（百貨店・専門・CVS・量販店）業界,2764,37.3 ｈ,34.20%,"['販売 ：412人', '一般職 ：17人', 'スタッフ ：15人', '総合職 ：12人', '一般社員 ：11人', '営業 ：8人', 'マネージャー ：7人', '接客 ：7人', '責任者 ：6人', '売場 ：6人']","['2.3', '3.3', '1.7', '2.5', '3.8', '2.5', '2.5', '2.2']"
https://image.vorkers.com/resize/70x-/logo/company/1434-2cf8a597d0d42c863b4a68f6cbcdc7e0.png,伊藤忠テクノソリューションズ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Fr7B,3.5,SIer、ソフト開発、システム運用業界,2758,34.3 ｈ,58.70%,"['エンジニア・SE ：258人', '営業 ：161人', '技術 ：18人', '一般職 ：13人', '開発 ：9人', '企画 ：7人', '課長 ：7人', '管理 ：7人', 'コンサルタント ：4人', '流通 ：4人']","['2.9', '4.3', '2.7', '3.5', '3.1', '3.9', '3.1', '3.5']"
https://image.vorkers.com/resize/70x-/logo/company/2410-d5325ba211004df353693c7c592bba9d.png,三菱重工業株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrTf,3.3,重電、産業用電気機器、プラント関連業界,2745,32.7 ｈ,50.30%,"['設計 ：90人', '営業 ：88人', '技術 ：46人', '管理 ：31人', '事務 ：24人', '生産技術 ：16人', 'エンジニア ：15人', '主任 ：14人', '調達 ：14人', '製造 ：13人']","['2.6', '4.6', '2.9', '3.1', '3.1', '2.8', '2.9', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/1286-1b095769bc5e8bca75247c962537722d.png,武田薬品工業株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Fr38,3.4,医薬品、医療機器業界,2722,25.8 ｈ,60.90%,"['営業 ：97人', 'MR ：92人', '研究 ：77人', '研究開発 ：39人', '管理 ：27人', '研究職 ：23人', '開発 ：20人', '医薬研究本部 ：13人', '製造 ：12人', '事務 ：10人']","['3.0', '4.6', '2.5', '3.1', '3.2', '2.9', '2.8', '4.4']"
https://image.vorkers.com/resize/70x-/logo/company/8196-c83b028ebd5c258c4d1c620dc9eb52e9.png,デル株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Halu,3.95,コンピュータ、通信機器、OA機器関連業界,2704,29.3 ｈ,58.40%,"['営業 ：207人', 'テクニカルサポート ：54人', 'マーケティング ：42人', 'マネージャー ：26人', 'エンジニア・SE ：23人', 'サポート ：16人', '管理 ：15人', 'サービス ：10人', 'バックオフィス ：6人', 'カスタマーサポート ：5人']","['3.8', '4.3', '2.6', '3.7', '3.6', '4.1', '3.7', '3.8']"
https://image.vorkers.com/resize/70x-/logo/company/7947-c89c013c12c10bd18e68c515dce7e90d.png,日本マイクロソフト株式会社,https://www.vorkers.com/company.php?m_id=a0910000000GVqH,4.08,SIer、ソフト開発、システム運用業界,2703,38.4 ｈ,59.80%,"['営業 ：160人', 'マーケティング ：57人', 'エンジニア・SE ：40人', 'サポート ：25人', 'コンサルタント ：23人', 'マネージャー ：22人', 'サービス ：19人', '管理 ：15人', 'テクニカルサポート ：8人', '部長 ：6人']","['3.8', '4.8', '2.5', '3.6', '3.7', '4.1', '3.9', '4.5']"
https://image.vorkers.com/resize/70x-/logo/company/7989-468d6effe8ab24ceef1af713d511c1e8.png,アマゾンジャパン合同会社,https://www.vorkers.com/company.php?m_id=a0910000000GWbg,3.7,インターネット業界,2692,31.5 ｈ,65.40%,"['マネージャー ：46人', '管理 ：41人', '営業 ：30人', 'マーケティング ：28人', 'カスタマーサービス ：26人', 'オペレーション ：21人', 'バイヤー ：20人', 'リテール ：18人', '事務 ：13人', 'ベンダーマネージャー ：10人']","['3.7', '4.3', '2.2', '3.5', '3.1', '3.7', '3.6', '4.1']"
https://image.vorkers.com/resize/70x-/logo/company/7964-d8852924100c689b69acde3d2e2b5a4d.png,PwCあらた有限責任監査法人,https://www.vorkers.com/company.php?m_id=a0910000000GWXt,3.55,監査法人、税理士法人、法律事務所業界,2617,43.5 ｈ,66.50%,"['監査 ：92人', 'アソシエイト ：89人', '金融 ：45人', 'マネージャー ：28人', 'スタッフ ：23人', 'FS ：19人', 'アドバイザリー ：19人', 'アシュアランス ：16人', 'ASSOCIATE ：12人', 'コンサルタント ：11人']","['3.2', '4.4', '2.5', '3.9', '3.3', '4.0', '2.9', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/8174-cf951e1338c0f7efcc596eb45bbaac84.png,陸上自衛隊,https://www.vorkers.com/company.php?m_id=a0910000000HHbv,3.33,官公庁業界,2617,33.4 ｈ,45.50%,"['普通科 ：79人', '通信 ：28人', '幹部 ：26人', '特科 ：19人', '通信科 ：16人', '陸士長 ：16人', '幹部自衛官 ：12人', '普通 ：12人', '航空科 ：11人', '事務 ：10人']","['2.6', '4.3', '3.4', '3.2', '4.0', '2.6', '2.8', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/3352-521053da51fa8ab24ccb344c9c9326cb.png,株式会社レオパレス21,https://www.vorkers.com/company.php?m_id=a0910000000FrrK,2.8,不動産関連、住宅業界,2610,21.4 ｈ,52.70%,"['営業 ：301人', '管理 ：36人', '事務 ：30人', '賃貸 ：18人', '設計 ：16人', '賃貸営業 ：10人', '建築請負 ：10人', '技術 ：10人', '請負 ：9人', 'ホテル ：5人']","['3.1', '3.1', '2.4', '2.8', '2.9', '2.6', '2.5', '2.9']"
https://image.vorkers.com/resize/70x-/logo/company/8080-bc4422d2f5ddd8e3c32cc7839289ae17.png,東日本電信電話株式会社（NTT東日本）,https://www.vorkers.com/company.php?m_id=a0910000000GsR2,3.17,通信、ISP、データセンター業界,2576,25.8 ｈ,94.70%,"['営業 ：216人', '企画 ：54人', '技術 ：51人', 'エンジニア・SE ：40人', '開発 ：23人', '設備 ：20人', 'スタッフ ：11人', '事務 ：7人', '主査 ：7人', '設備系 ：5人']","['2.6', '4.9', '3.1', '2.5', '3.3', '2.8', '2.5', '3.2']"
https://image.vorkers.com/resize/70x-/logo/company/3816-dba54ba5a6b3e4fc9d0477c3aebaf6e2.png,株式会社ニトリ,https://www.vorkers.com/company.php?m_id=a0910000000Fs2l,3.47,小売（百貨店・専門・CVS・量販店）業界,2567,16.8 ｈ,57.60%,"['販売 ：153人', '店舗 ：71人', '店舗運営部 ：64人', '店舗運営 ：34人', '営業 ：26人', '管理 ：16人', '総合職 ：16人', 'マネージャー ：15人', '店長 ：14人', '店舗勤務 ：12人']","['3.3', '4.7', '2.9', '2.5', '3.5', '3.4', '3.2', '3.4']"
https://image.vorkers.com/resize/70x-/logo/company/2386-b1c69a99026fd50e4f88087b8c3c20ad.png,京セラ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrTH,3.08,半導体、電子、精密機器業界,2566,34.3 ｈ,42.50%,"['営業 ：112人', '技術 ：64人', '管理 ：47人', '開発 ：41人', '製造 ：28人', '研究開発 ：21人', '事務 ：21人', '生産技術 ：17人', '設計 ：16人', '間接 ：15人']","['2.8', '4.5', '2.6', '2.7', '3.2', '2.8', '2.8', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/8156-ed783dc23cbf1f1a30f5f024e8f1af47.png,AIG損害保険株式会社,https://www.vorkers.com/company.php?m_id=a0910000000HDIS,3.23,生命保険、損害保険業界,2543,26.6 ｈ,54.20%,"['営業 ：207人', '損害サービス ：42人', '事務 ：37人', '管理 ：21人', 'ICON ：19人', 'IS ：10人', 'IT ：9人', 'マネージャー ：8人', '査定 ：7人', '本社 ：7人']","['3.4', '4.4', '2.3', '2.9', '2.7', '3.5', '2.9', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/6617-dbd21534ab2628922c8172275839a175.png,日本イーライリリー株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G1z2,3.33,医薬品、医療機器業界,2530,24.1 ｈ,59.70%,"['MR ：223人', '営業 ：136人', '開発 ：30人', '研究開発 ：15人', 'マーケティング ：10人', '管理部門 ：9人', '課長 ：8人', 'マネージャー ：5人', '糖尿病 ：5人', '事務 ：5人']","['2.9', '4.6', '2.4', '3.5', '2.8', '3.3', '3.0', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/2229-7379252025f93a404235d26bbd113999.png,パイオニア株式会社（AV機器）,https://www.vorkers.com/company.php?m_id=a0910000000FrQh,3.26,総合電機、家電、AV機器業界,2505,23.3 ｈ,53.90%,"['開発 ：79人', '営業 ：67人', '設計 ：52人', '管理 ：45人', '技術 ：43人', 'エンジニア・SE ：17人', '企画 ：16人', '研究開発 ：13人', '事務 ：9人', '管理職 ：8人']","['2.7', '4.2', '2.6', '2.9', '3.5', '3.9', '2.5', '3.0']"
https://image.vorkers.com/resize/70x-/logo/company/168-087b4d197aebc35237e1cddb2fd19228.png,大東建託株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Fqfz,3.01,不動産関連、住宅業界,2498,61.9 ｈ,35.80%,"['営業 ：348人', '管理 ：24人', '設計 ：23人', '事務 ：21人', '技術 ：16人', 'テナント営業課 ：8人', '工事 ：6人', '賃貸 ：4人', '業務 ：4人', '課長 ：3人']","['4.6', '2.9', '2.2', '2.8', '2.2', '2.4', '3.1', '3.5']"
https://image.vorkers.com/resize/70x-/logo/company/69914-b6209a73c5b2ae6ec5d75ad9351e35c9.png,株式会社ファミリーマート（旧：ユニー・ファミリーマートホールディングス株式会社）,https://www.vorkers.com/company.php?m_id=a0C1000000y1LUd,2.83,小売（百貨店・専門・CVS・量販店）業界,2498,33.3 ｈ,37.40%,"['スーパーバイザー ：153人', '営業 ：88人', '販売 ：41人', '店長 ：32人', '開発 ：27人', '管理 ：13人', '接客 ：11人', '店舗 ：10人', 'スタッフ ：9人', '事務 ：9人']","['2.8', '3.6', '2.4', '2.6', '2.8', '2.6', '2.7', '2.9']"
https://image.vorkers.com/resize/70x-/logo/company/15976-30f8d64c97cacc3aba45874aa8a02030.png,株式会社テクノプロ,https://www.vorkers.com/company.php?m_id=a0C1000000YqDX4,2.75,人材サービス業界,2486,19.7 ｈ,69.30%,"['技術 ：134人', 'エンジニア・SE ：92人', '営業 ：41人', '技術社員 ：25人', '設計 ：23人', '一般職 ：19人', '開発 ：16人', '研究開発 ：8人', '研究 ：8人', '機械 ：4人']","['2.4', '4.3', '2.3', '2.7', '2.4', '2.7', '2.5', '2.4']"
https://image.vorkers.com/resize/70x-/logo/company/456-8551ffa66ba6fd2c5d0c06340839c1d5.png,株式会社ディー・エヌ・エー(DeNA),https://www.vorkers.com/company.php?m_id=a0910000000Fqkg,3.93,インターネット業界,2467,37.3 ｈ,67.00%,"['企画 ：84人', 'エンジニア・SE ：78人', '営業 ：58人', 'マーケティング ：30人', 'ビジネス ：16人', 'ゲーム ：15人', 'EC ：15人', 'ディレクター ：12人', 'デザイナー ：11人', '事務 ：11人']","['3.6', '3.8', '2.5', '4.6', '3.6', '4.4', '4.0', '3.4']"
https://image.vorkers.com/resize/70x-/logo/company/9598-19e87843fcad63b504f6862edcca3032.png,株式会社本田技術研究所,https://www.vorkers.com/company.php?m_id=a091000000709TG,2.98,自動車、自動車部品、輸送機器業界,2436,28.0 ｈ,96.20%,"['研究開発 ：110人', '開発 ：89人', '設計 ：61人', '研究 ：39人', '技術 ：26人', '一般職 ：25人', 'エンジニア・SE ：20人', '管理 ：17人', '研究員 ：17人', '四輪R&Dセンター ：8人']","['2.6', '4.7', '2.1', '2.5', '2.6', '2.9', '2.5', '3.6']"
https://image.vorkers.com/resize/70x-/logo/company/9427-90ac5ab7e55bd3a3ab4ce04961e2d805.png,株式会社ゆうちょ銀行,https://www.vorkers.com/company.php?m_id=a0910000006HBZv,2.86,銀行（都市・信託・政府系）、信金業界,2400,16.4 ｈ,84.50%,"['営業 ：151人', '窓口 ：61人', '総合職 ：59人', '事務 ：51人', '本社 ：36人', '窓口サービス ：21人', '企画 ：16人', '一般職 ：14人', 'CS職 ：10人', '基幹職 ：10人']","['2.5', '4.7', '2.5', '2.3', '2.8', '2.7', '2.3', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/7439-fb7f931b3d80811c95b39dc884f79cb9.png,三菱UFJ信託銀行株式会社,https://www.vorkers.com/company.php?m_id=a0910000000G2Rk,3.22,銀行（都市・信託・政府系）、信金業界,2394,37.1 ｈ,32.40%,"['営業 ：209人', '事務 ：49人', '企画 ：34人', '総合職 ：28人', '受託財産 ：24人', '運用 ：23人', '管理 ：16人', '法人 ：14人', 'リテール ：12人', '不動産 ：10人']","['2.7', '4.8', '2.8', '2.8', '3.0', '2.9', '2.7', '3.6']"
https://image.vorkers.com/resize/70x-/logo/company/5527-eebdec64df4c8dd5a603774a2f84aced.png,ジョンソン・エンド・ジョンソン株式会社（J&J）,https://www.vorkers.com/company.php?m_id=a0910000000G1N4,3.75,医薬品、医療機器業界,2382,38.7 ｈ,52.20%,"['営業 ：274人', 'マーケティング ：41人', '管理 ：27人', 'メディカル ：15人', '事務 ：14人', 'マネージャー ：10人', 'バックオフィス ：8人', '企画 ：7人', '開発 ：5人', 'ファイナンス ：4人']","['3.7', '4.8', '2.6', '3.9', '2.8', '3.6', '3.5', '3.6']"
https://image.vorkers.com/resize/70x-/logo/company/2954-350d41db6959e76511a9ed8ff95fab95.png,日本ユニシス株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrhM,3.34,SIer、ソフト開発、システム運用業界,2378,23.7 ｈ,62.60%,"['エンジニア・SE ：188人', '営業 ：118人', 'スタッフ ：22人', '企画 ：17人', 'システム ：11人', 'マネージャー ：9人', '金融 ：8人', '管理部門 ：8人', '技術 ：5人', '金融システム ：5人']","['2.7', '4.5', '3.0', '2.9', '3.6', '3.7', '2.7', '2.9']"
https://image.vorkers.com/resize/70x-/logo/company/20-601c5ba41264e3d1e1e7300e88ee5c3d.png,アフラック生命保険株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FqdZ,3.3,生命保険、損害保険業界,2375,25.1 ｈ,67.30%,"['営業 ：144人', '事務 ：74人', 'IT ：53人', '管理 ：22人', 'スタッフ ：15人', '主任 ：12人', '総合職 ：10人', '契約サービス ：10人', '営業サポート ：10人', 'コールセンター ：10人']","['2.8', '4.8', '2.7', '2.7', '3.1', '3.3', '2.7', '3.7']"
https://image.vorkers.com/resize/70x-/logo/company/18-e6e26817e5d8f60761fb97ab46d7fbd4.png,ジブラルタ生命保険株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FqdX,3.43,生命保険、損害保険業界,2371,24.9 ｈ,49.70%,"['営業 ：280人', '事務 ：29人', 'LC ：22人', 'コンサルタント ：20人', '管理 ：17人', '本社 ：12人', '管理職 ：9人', 'IT ：8人', 'マネージャー ：6人', '外交員 ：5人']","['4.6', '4.0', '2.4', '3.0', '2.6', '3.4', '3.3', '3.2']"
https://image.vorkers.com/resize/70x-/logo/company/1671-38e09a1442b7ecc3c64c50a27ffd5da8.png,日本製鉄株式会社（旧：新日鐵住金株式会社）,https://www.vorkers.com/company.php?m_id=a0910000000FrCl,3.31,鉄鋼、非鉄金属業界,2371,47.1 ｈ,50.10%,"['営業 ：82人', '技術 ：68人', '管理 ：56人', '生産技術 ：23人', '製造 ：23人', '事務 ：18人', '設備 ：17人', 'スタッフ ：17人', '総合職 ：15人', '操業技術 ：15人']","['2.9', '4.3', '3.0', '3.3', '3.3', '2.7', '3.0', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/3713-7a9a7b08a387f92ec0a9961dc257cdd2.png,株式会社日立ソリューションズ,https://www.vorkers.com/company.php?m_id=a0910000000FrzR,3.3,SIer、ソフト開発、システム運用業界,2366,29.2 ｈ,51.30%,"['エンジニア・SE ：218人', '営業 ：60人', '開発 ：32人', '主任 ：16人', '技師 ：11人', '金融システム ：8人', '管理部門 ：8人', '技術 ：8人', '事務 ：6人', '企画 ：5人']","['2.8', '4.5', '2.9', '3.1', '3.3', '3.2', '2.7', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/1580-8d48a5b13e41006605dfc704259f9ea1.png,株式会社ブリヂストン,https://www.vorkers.com/company.php?m_id=a0910000000FrBI,3.05,自動車、自動車部品、輸送機器業界,2361,31.2 ｈ,58.90%,"['管理 ：64人', '営業 ：51人', '開発 ：31人', '企画 ：25人', '技術 ：22人', '経理 ：17人', '総合職 ：15人', '管理系 ：14人', '財務 ：13人', '研究開発 ：13人']","['2.8', '4.6', '2.5', '2.9', '2.8', '2.8', '2.6', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/3745-05623a554a19d45e56d0c06ab5323f86.png,株式会社日立システムズ,https://www.vorkers.com/company.php?m_id=a0910000000Fs00,3.07,SIer、ソフト開発、システム運用業界,2280,32.2 ｈ,45.80%,"['エンジニア・SE ：229人', '営業 ：67人', '技師 ：17人', '設計 ：11人', '主任 ：11人', '管理 ：9人', 'システム ：6人', '開発 ：6人', 'コーポレート ：5人', '技術 ：4人']","['2.7', '4.5', '3.0', '2.8', '2.8', '2.8', '2.6', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/20299-7ca6ca3deae3e21367328f14f647b0a0.png,IQVIAサービシーズジャパン株式会社,https://www.vorkers.com/company.php?m_id=a0C30000002tHUW,3.12,治験、臨床試験、医薬営業受託業界,2279,26.3 ｈ,58.50%,"['MR ：186人', '営業 ：99人', 'CRA ：57人', '開発 ：50人', 'CSO ：16人', 'モニター ：9人', '管理 ：9人', 'CS ：7人', 'イノベックス ：5人', '事務 ：4人']","['2.9', '4.2', '2.4', '3.6', '2.8', '2.9', '2.9', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/8288-8cd7ecd6794349f35a05b5489ff1fe52.png,日本タタ・コンサルタンシー・サービシズ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000Hu7m,3.01,SIer、ソフト開発、システム運用業界,2222,24.9 ｈ,64.60%,"['エンジニア・SE ：213人', '営業 ：21人', 'コンサルタント ：20人', 'プロジェクトマネージャー ：20人', '開発 ：19人', '運用 ：10人', '管理 ：8人', '一般職 ：6人', '事務 ：6人', 'マネージャー ：5人']","['2.7', '4.3', '2.4', '2.8', '2.9', '3.1', '2.4', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/1507-10a7eccf2b3d65d4a5508e160b683187.png,株式会社USEN,https://www.vorkers.com/company.php?m_id=a0910000000FrA3,2.95,インターネット業界,2215,38.8 ｈ,41.80%,"['営業 ：270人', '企画 ：15人', '事務 ：11人', 'マネージャー ：10人', 'エンジニア・SE ：8人', 'スタッフ ：7人', '技術 ：6人', 'パーソナル ：5人', '管理部門 ：4人', 'コンテンツ ：4人']","['2.6', '2.7', '2.1', '3.7', '3.2', '3.8', '2.8', '2.1']"
https://image.vorkers.com/resize/70x-/logo/company/9914-65043e6369b2ce75139674e17c17aff3.png,株式会社ワールドストアパートナーズ,https://www.vorkers.com/company.php?m_id=a0910000008a6lW,2.96,小売（百貨店・専門・CVS・量販店）業界,2191,12.5 ｈ,33.40%,"['販売 ：329人', '店長 ：55人', 'スタッフ ：22人', 'メンバー ：17人', '副店長 ：16人', 'サブ ：11人', 'ドレッサー ：8人', '店舗スタッフ ：6人', 'スーパーバイザー ：5人', 'アパレル ：5人']","['2.3', '4.2', '2.5', '2.7', '3.8', '2.8', '3.0', '1.8']"
https://image.vorkers.com/resize/70x-/logo/company/636-45d72b109dd9b85e7417089e7149787a.png,株式会社三越伊勢丹,https://www.vorkers.com/company.php?m_id=a0910000000Fqnd,3.1,小売（百貨店・専門・CVS・量販店）業界,2177,13.6 ｈ,78.70%,"['販売 ：199人', '営業 ：45人', 'バイヤー ：20人', 'マネージャー ：17人', 'スタッフ ：11人', '事務 ：10人', '企画 ：9人', '総合職 ：8人', '小売 ：5人', '管理 ：4人']","['2.7', '4.3', '2.8', '2.8', '3.4', '2.9', '2.9', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/8591-5a70fb93e1edf97f98fb8dff01b5b1b7.png,株式会社リクルートジョブズ,https://www.vorkers.com/company.php?m_id=a0910000002ZSOo,4.24,人材サービス業界,2141,38.4 ｈ,47.00%,"['営業 ：332人', '企画 ：28人', 'スタッフ ：13人', '事務 ：12人', 'チーフ ：6人', '人事 ：4人', '総合職 ：4人', 'マーケティング ：3人', '管理 ：3人', '関西支社 ：3人']","['4.0', '3.9', '2.7', '4.7', '4.3', '4.4', '4.4', '3.8']"
https://image.vorkers.com/resize/70x-/logo/company/5-731dc14cabb8062eb518a87bd0b5a7f2.png,第一生命ホールディングス株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FqdK,3.28,生命保険、損害保険業界,2135,31.3 ｈ,44.60%,"['営業 ：201人', '事務 ：37人', '管理 ：20人', '企画 ：18人', '運用 ：17人', '支社 ：14人', '総合職 ：12人', 'コンサル ：8人', 'アソシエイト ：8人', '内勤 ：7人']","['3.4', '4.2', '2.7', '2.9', '3.4', '2.9', '3.1', '2.9']"
https://image.vorkers.com/resize/70x-/logo/company/1485-bbf49202777f32f312deeaa4736c7f94.png,株式会社ジュピターテレコム,https://www.vorkers.com/company.php?m_id=a0910000000Fr9h,3.09,放送、出版、新聞、映像、音響業界,2129,24.4 ｈ,54.90%,"['営業 ：211人', '技術 ：24人', '管理 ：17人', 'カスタマーセンター ：16人', 'コールセンター ：11人', '事務 ：11人', '企画 ：9人', 'オペレーター ：9人', 'カスタマーサポート ：8人', 'マーケティング ：8人']","['3.0', '4.2', '2.5', '2.8', '2.9', '3.0', '2.7', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/8270-7b74329284e02832ef97da84e4249ae7.png,日本航空株式会社（JAL）,https://www.vorkers.com/company.php?m_id=a0910000000Hsh1,3.38,航空、鉄道、運輸、倉庫業界,2121,14.9 ｈ,73.80%,"['客室乗務員 ：170人', '企画 ：28人', '営業 ：26人', '客室乗務職 ：25人', '客室 ：25人', '管理 ：14人', '総合職 ：14人', '客室乗員部 ：10人', 'キャビンアテンダント ：9人', '空港 ：7人']","['2.6', '4.6', '3.1', '2.9', '4.2', '2.8', '3.4', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/8183-3572193e8b20b83143b86fcd15f1aa7c.png,株式会社スタッフサービス,https://www.vorkers.com/company.php?m_id=a0910000000HIBU,3.14,人材サービス業界,2121,18.4 ｈ,68.80%,"['営業 ：181人', 'エンジニア・SE ：44人', '事務 ：37人', 'コーディネーター ：25人', 'エンジニアリング ：16人', '技術 ：12人', 'マネージャー ：11人', '管理 ：10人', '派遣社員 ：6人', 'スタッフ ：5人']","['2.9', '4.0', '2.5', '3.2', '3.0', '3.2', '3.0', '2.8']"
https://image.vorkers.com/resize/70x-/logo/company/463-307a17cf47b6d311def16dbbbca14931.png,株式会社ぐるなび,https://www.vorkers.com/company.php?m_id=a0910000000Fqkn,2.82,インターネット業界,2118,38.0 ｈ,56.20%,"['営業 ：213人', '企画 ：57人', '開発 ：25人', 'エンジニア・SE ：16人', 'ディレクター ：13人', '企画開発 ：11人', '加盟店 ：11人', '管理 ：10人', '事務 ：7人', 'リーダー ：4人']","['2.8', '3.1', '2.1', '3.2', '2.9', '2.9', '2.7', '2.7']"
https://image.vorkers.com/resize/70x-/logo/company/23472-df0ff1d5746709d568e597b490205831.png,グリー株式会社,https://www.vorkers.com/company.php?m_id=a0C30000014O7o4,3.5,インターネット業界,2058,38.4 ｈ,63.70%,"['エンジニア・SE ：54人', '開発 ：39人', '管理 ：26人', 'マーケティング ：24人', 'ディレクター ：21人', '企画 ：18人', '営業 ：17人', 'マネージャー ：15人', 'プランナー ：15人', '人事 ：12人']","['3.1', '3.3', '2.3', '4.1', '3.4', '3.7', '3.1', '3.8']"
https://image.vorkers.com/resize/70x-/logo/company/7992-5cd28f0478d82ffc308e227f7d350dea.png,岡三証券株式会社,https://www.vorkers.com/company.php?m_id=a0910000000GWo9,2.86,証券会社、投資ファンド、投資関連業界,2055,31.2 ｈ,28.80%,"['営業 ：354人', 'リテール ：12人', 'エリア総合職 ：6人', '総合職 ：6人', '主任 ：5人', '管理 ：4人', '金融 ：4人', '本社 ：3人', '企業公開部 ：2人', '内勤 ：2人']","['3.7', '2.6', '2.3', '3.0', '2.5', '2.4', '2.6', '3.3']"
https://image.vorkers.com/resize/70x-/logo/company/2591-4349403e2b0e90bad1f3de096be45274.png,ネットワンシステムズ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000FrYE,3.23,SIer、ソフト開発、システム運用業界,2047,37.5 ｈ,48.70%,"['営業 ：131人', 'エンジニア・SE ：95人', '技術 ：62人', '一般職 ：9人', '一般社員 ：6人', '企画 ：5人', '事業 ：5人', 'SP ：4人', '保守 ：4人', '東日本事業本部 ：3人']","['2.8', '3.5', '2.3', '4.3', '2.7', '3.5', '2.8', '3.1']"
https://image.vorkers.com/resize/70x-/logo/company/7939-a4df2eca1ec91e2da2a42e8d323fb52e.png,株式会社ベイカレント・コンサルティング,https://www.vorkers.com/company.php?m_id=a0910000000GVaN,3.73,コンサルティング、シンクタンク業界,2043,38.3 ｈ,57.30%,"['コンサルタント ：297人', 'IT ：38人', 'アソシエイト ：34人', 'マネージャー ：28人', 'エンジニア・SE ：24人', '営業 ：8人', 'アナリスト ：6人', 'ITコンサルティング事業部 ：2人', 'SA ：2人', 'SC ：2人']","['3.8', '3.4', '2.6', '3.9', '3.1', '3.8', '3.8', '4.0']"
https://image.vorkers.com/resize/70x-/logo/company/540-e7e2789f8fb527120a5780d215ace845.png,株式会社ローソン,https://www.vorkers.com/company.php?m_id=a0910000000Fqm2,3.08,小売（百貨店・専門・CVS・量販店）業界,2024,35.8 ｈ,29.30%,"['スーパーバイザー ：108人', '営業 ：54人', '販売 ：39人', '店長 ：35人', '店舗 ：12人', '運営 ：12人', '事務 ：11人', '管理 ：11人', 'スタッフ ：11人', 'ASV ：10人']","['3.1', '3.8', '2.6', '2.9', '2.9', '3.1', '2.9', '2.9']"
https://image.vorkers.com/resize/70x-/logo/company/8143-f2ff1b424027e915eb13d7c878149cef.png,アデコ株式会社,https://www.vorkers.com/company.php?m_id=a0910000000HDGR,3.4,人材サービス業界,1996,31.0 ｈ,58.90%,"['営業 ：191人', '事務 ：29人', 'スーパーバイザー ：23人', 'コンサルタント ：12人', 'マネージャー ：10人', 'コーディネーター ：8人', '管理 ：6人', 'リーダー ：6人', '首都圏 ：5人', 'キャリアプランナー ：5人']","['3.0', '4.5', '2.6', '3.5', '3.4', '3.8', '2.9', '2.7']"
